-1.000000,-0.252000
-0.999800,-0.251648
-0.999600,-0.251296
-0.999400,-0.250945
-0.999200,-0.250594
-0.999000,-0.250243
-0.998800,-0.249892
-0.998600,-0.249541
-0.998400,-0.249191
-0.998200,-0.248841
-0.998000,-0.248491
-0.997800,-0.248141
-0.997600,-0.247792
-0.997400,-0.247442
-0.997200,-0.247093
-0.997000,-0.246744
-0.996800,-0.246396
-0.996600,-0.246047
-0.996400,-0.245699
-0.996200,-0.245351
-0.996000,-0.245003
-0.995800,-0.244656
-0.995600,-0.244308
-0.995400,-0.243961
-0.995200,-0.243614
-0.995000,-0.243267
-0.994800,-0.242921
-0.994600,-0.242575
-0.994400,-0.242228
-0.994200,-0.241883
-0.994000,-0.241537
-0.993800,-0.241192
-0.993600,-0.240846
-0.993400,-0.240501
-0.993200,-0.240157
-0.993000,-0.239812
-0.992800,-0.239468
-0.992600,-0.239123
-0.992400,-0.238780
-0.992200,-0.238436
-0.992000,-0.238092
-0.991800,-0.237749
-0.991600,-0.237406
-0.991400,-0.237063
-0.991200,-0.236720
-0.991000,-0.236378
-0.990800,-0.236036
-0.990600,-0.235694
-0.990400,-0.235352
-0.990200,-0.235010
-0.990000,-0.234669
-0.989800,-0.234328
-0.989600,-0.233987
-0.989400,-0.233646
-0.989200,-0.233306
-0.989000,-0.232965
-0.988800,-0.232625
-0.988600,-0.232285
-0.988400,-0.231946
-0.988200,-0.231606
-0.988000,-0.231267
-0.987800,-0.230928
-0.987600,-0.230589
-0.987400,-0.230251
-0.987200,-0.229912
-0.987000,-0.229574
-0.986800,-0.229236
-0.986600,-0.228898
-0.986400,-0.228561
-0.986200,-0.228224
-0.986000,-0.227886
-0.985800,-0.227550
-0.985600,-0.227213
-0.985400,-0.226876
-0.985200,-0.226540
-0.985000,-0.226204
-0.984800,-0.225868
-0.984600,-0.225533
-0.984400,-0.225197
-0.984200,-0.224862
-0.984000,-0.224527
-0.983800,-0.224192
-0.983600,-0.223858
-0.983400,-0.223523
-0.983200,-0.223189
-0.983000,-0.222855
-0.982800,-0.222522
-0.982600,-0.222188
-0.982400,-0.221855
-0.982200,-0.221522
-0.982000,-0.221189
-0.981800,-0.220856
-0.981600,-0.220524
-0.981400,-0.220192
-0.981200,-0.219860
-0.981000,-0.219528
-0.980800,-0.219196
-0.980600,-0.218865
-0.980400,-0.218534
-0.980200,-0.218203
-0.980000,-0.217872
-0.979800,-0.217541
-0.979600,-0.217211
-0.979400,-0.216881
-0.979200,-0.216551
-0.979000,-0.216221
-0.978800,-0.215892
-0.978600,-0.215563
-0.978400,-0.215234
-0.978200,-0.214905
-0.978000,-0.214576
-0.977800,-0.214248
-0.977600,-0.213920
-0.977400,-0.213592
-0.977200,-0.213264
-0.977000,-0.212936
-0.976800,-0.212609
-0.976600,-0.212282
-0.976400,-0.211955
-0.976200,-0.211628
-0.976000,-0.211301
-0.975800,-0.210975
-0.975600,-0.210649
-0.975400,-0.210323
-0.975200,-0.209997
-0.975000,-0.209672
-0.974800,-0.209347
-0.974600,-0.209022
-0.974400,-0.208697
-0.974200,-0.208372
-0.974000,-0.208048
-0.973800,-0.207723
-0.973600,-0.207399
-0.973400,-0.207076
-0.973200,-0.206752
-0.973000,-0.206429
-0.972800,-0.206105
-0.972600,-0.205782
-0.972400,-0.205460
-0.972200,-0.205137
-0.972000,-0.204815
-0.971800,-0.204493
-0.971600,-0.204171
-0.971400,-0.203849
-0.971200,-0.203528
-0.971000,-0.203206
-0.970800,-0.202885
-0.970600,-0.202564
-0.970400,-0.202244
-0.970200,-0.201923
-0.970000,-0.201603
-0.969800,-0.201283
-0.969600,-0.200963
-0.969400,-0.200644
-0.969200,-0.200324
-0.969000,-0.200005
-0.968800,-0.199686
-0.968600,-0.199367
-0.968400,-0.199049
-0.968200,-0.198730
-0.968000,-0.198412
-0.967800,-0.198094
-0.967600,-0.197776
-0.967400,-0.197459
-0.967200,-0.197141
-0.967000,-0.196824
-0.966800,-0.196507
-0.966600,-0.196191
-0.966400,-0.195874
-0.966200,-0.195558
-0.966000,-0.195242
-0.965800,-0.194926
-0.965600,-0.194610
-0.965400,-0.194295
-0.965200,-0.193980
-0.965000,-0.193665
-0.964800,-0.193350
-0.964600,-0.193035
-0.964400,-0.192721
-0.964200,-0.192407
-0.964000,-0.192093
-0.963800,-0.191779
-0.963600,-0.191465
-0.963400,-0.191152
-0.963200,-0.190839
-0.963000,-0.190526
-0.962800,-0.190213
-0.962600,-0.189900
-0.962400,-0.189588
-0.962200,-0.189276
-0.962000,-0.188964
-0.961800,-0.188652
-0.961600,-0.188341
-0.961400,-0.188029
-0.961200,-0.187718
-0.961000,-0.187407
-0.960800,-0.187097
-0.960600,-0.186786
-0.960400,-0.186476
-0.960200,-0.186166
-0.960000,-0.185856
-0.959800,-0.185546
-0.959600,-0.185237
-0.959400,-0.184928
-0.959200,-0.184619
-0.959000,-0.184310
-0.958800,-0.184001
-0.958600,-0.183693
-0.958400,-0.183385
-0.958200,-0.183077
-0.958000,-0.182769
-0.957800,-0.182461
-0.957600,-0.182154
-0.957400,-0.181847
-0.957200,-0.181540
-0.957000,-0.181233
-0.956800,-0.180926
-0.956600,-0.180620
-0.956400,-0.180314
-0.956200,-0.180008
-0.956000,-0.179702
-0.955800,-0.179396
-0.955600,-0.179091
-0.955400,-0.178786
-0.955200,-0.178481
-0.955000,-0.178176
-0.954800,-0.177872
-0.954600,-0.177568
-0.954400,-0.177263
-0.954200,-0.176960
-0.954000,-0.176656
-0.953800,-0.176352
-0.953600,-0.176049
-0.953400,-0.175746
-0.953200,-0.175443
-0.953000,-0.175140
-0.952800,-0.174838
-0.952600,-0.174536
-0.952400,-0.174234
-0.952200,-0.173932
-0.952000,-0.173630
-0.951800,-0.173329
-0.951600,-0.173028
-0.951400,-0.172727
-0.951200,-0.172426
-0.951000,-0.172125
-0.950800,-0.171825
-0.950600,-0.171524
-0.950400,-0.171224
-0.950200,-0.170925
-0.950000,-0.170625
-0.949800,-0.170326
-0.949600,-0.170026
-0.949400,-0.169727
-0.949200,-0.169429
-0.949000,-0.169130
-0.948800,-0.168832
-0.948600,-0.168533
-0.948400,-0.168236
-0.948200,-0.167938
-0.948000,-0.167640
-0.947800,-0.167343
-0.947600,-0.167046
-0.947400,-0.166749
-0.947200,-0.166452
-0.947000,-0.166155
-0.946800,-0.165859
-0.946600,-0.165563
-0.946400,-0.165267
-0.946200,-0.164971
-0.946000,-0.164676
-0.945800,-0.164380
-0.945600,-0.164085
-0.945400,-0.163790
-0.945200,-0.163496
-0.945000,-0.163201
-0.944800,-0.162907
-0.944600,-0.162613
-0.944400,-0.162319
-0.944200,-0.162025
-0.944000,-0.161732
-0.943800,-0.161438
-0.943600,-0.161145
-0.943400,-0.160852
-0.943200,-0.160560
-0.943000,-0.160267
-0.942800,-0.159975
-0.942600,-0.159683
-0.942400,-0.159391
-0.942200,-0.159099
-0.942000,-0.158808
-0.941800,-0.158516
-0.941600,-0.158225
-0.941400,-0.157934
-0.941200,-0.157644
-0.941000,-0.157353
-0.940800,-0.157063
-0.940600,-0.156773
-0.940400,-0.156483
-0.940200,-0.156193
-0.940000,-0.155904
-0.939800,-0.155615
-0.939600,-0.155326
-0.939400,-0.155037
-0.939200,-0.154748
-0.939000,-0.154460
-0.938800,-0.154171
-0.938600,-0.153883
-0.938400,-0.153596
-0.938200,-0.153308
-0.938000,-0.153020
-0.937800,-0.152733
-0.937600,-0.152446
-0.937400,-0.152159
-0.937200,-0.151873
-0.937000,-0.151586
-0.936800,-0.151300
-0.936600,-0.151014
-0.936400,-0.150728
-0.936200,-0.150442
-0.936000,-0.150157
-0.935800,-0.149872
-0.935600,-0.149587
-0.935400,-0.149302
-0.935200,-0.149017
-0.935000,-0.148733
-0.934800,-0.148449
-0.934600,-0.148165
-0.934400,-0.147881
-0.934200,-0.147597
-0.934000,-0.147314
-0.933800,-0.147030
-0.933600,-0.146747
-0.933400,-0.146465
-0.933200,-0.146182
-0.933000,-0.145900
-0.932800,-0.145617
-0.932600,-0.145335
-0.932400,-0.145053
-0.932200,-0.144772
-0.932000,-0.144490
-0.931800,-0.144209
-0.931600,-0.143928
-0.931400,-0.143647
-0.931200,-0.143367
-0.931000,-0.143086
-0.930800,-0.142806
-0.930600,-0.142526
-0.930400,-0.142246
-0.930200,-0.141966
-0.930000,-0.141687
-0.929800,-0.141408
-0.929600,-0.141129
-0.929400,-0.140850
-0.929200,-0.140571
-0.929000,-0.140293
-0.928800,-0.140015
-0.928600,-0.139736
-0.928400,-0.139459
-0.928200,-0.139181
-0.928000,-0.138904
-0.927800,-0.138626
-0.927600,-0.138349
-0.927400,-0.138072
-0.927200,-0.137796
-0.927000,-0.137519
-0.926800,-0.137243
-0.926600,-0.136967
-0.926400,-0.136691
-0.926200,-0.136415
-0.926000,-0.136140
-0.925800,-0.135865
-0.925600,-0.135590
-0.925400,-0.135315
-0.925200,-0.135040
-0.925000,-0.134766
-0.924800,-0.134491
-0.924600,-0.134217
-0.924400,-0.133943
-0.924200,-0.133670
-0.924000,-0.133396
-0.923800,-0.133123
-0.923600,-0.132850
-0.923400,-0.132577
-0.923200,-0.132304
-0.923000,-0.132032
-0.922800,-0.131759
-0.922600,-0.131487
-0.922400,-0.131215
-0.922200,-0.130944
-0.922000,-0.130672
-0.921800,-0.130401
-0.921600,-0.130130
-0.921400,-0.129859
-0.921200,-0.129588
-0.921000,-0.129318
-0.920800,-0.129047
-0.920600,-0.128777
-0.920400,-0.128507
-0.920200,-0.128238
-0.920000,-0.127968
-0.919800,-0.127699
-0.919600,-0.127430
-0.919400,-0.127161
-0.919200,-0.126892
-0.919000,-0.126623
-0.918800,-0.126355
-0.918600,-0.126087
-0.918400,-0.125819
-0.918200,-0.125551
-0.918000,-0.125283
-0.917800,-0.125016
-0.917600,-0.124749
-0.917400,-0.124482
-0.917200,-0.124215
-0.917000,-0.123949
-0.916800,-0.123682
-0.916600,-0.123416
-0.916400,-0.123150
-0.916200,-0.122884
-0.916000,-0.122618
-0.915800,-0.122353
-0.915600,-0.122088
-0.915400,-0.121823
-0.915200,-0.121558
-0.915000,-0.121293
-0.914800,-0.121029
-0.914600,-0.120765
-0.914400,-0.120501
-0.914200,-0.120237
-0.914000,-0.119973
-0.913800,-0.119710
-0.913600,-0.119446
-0.913400,-0.119183
-0.913200,-0.118920
-0.913000,-0.118658
-0.912800,-0.118395
-0.912600,-0.118133
-0.912400,-0.117871
-0.912200,-0.117609
-0.912000,-0.117347
-0.911800,-0.117086
-0.911600,-0.116825
-0.911400,-0.116563
-0.911200,-0.116302
-0.911000,-0.116042
-0.910800,-0.115781
-0.910600,-0.115521
-0.910400,-0.115261
-0.910200,-0.115001
-0.910000,-0.114741
-0.909800,-0.114481
-0.909600,-0.114222
-0.909400,-0.113963
-0.909200,-0.113704
-0.909000,-0.113445
-0.908800,-0.113187
-0.908600,-0.112928
-0.908400,-0.112670
-0.908200,-0.112412
-0.908000,-0.112154
-0.907800,-0.111896
-0.907600,-0.111639
-0.907400,-0.111382
-0.907200,-0.111125
-0.907000,-0.110868
-0.906800,-0.110611
-0.906600,-0.110355
-0.906400,-0.110099
-0.906200,-0.109842
-0.906000,-0.109587
-0.905800,-0.109331
-0.905600,-0.109075
-0.905400,-0.108820
-0.905200,-0.108565
-0.905000,-0.108310
-0.904800,-0.108055
-0.904600,-0.107801
-0.904400,-0.107547
-0.904200,-0.107292
-0.904000,-0.107038
-0.903800,-0.106785
-0.903600,-0.106531
-0.903400,-0.106278
-0.903200,-0.106025
-0.903000,-0.105772
-0.902800,-0.105519
-0.902600,-0.105266
-0.902400,-0.105014
-0.902200,-0.104762
-0.902000,-0.104510
-0.901800,-0.104258
-0.901600,-0.104006
-0.901400,-0.103755
-0.901200,-0.103503
-0.901000,-0.103252
-0.900800,-0.103002
-0.900600,-0.102751
-0.900400,-0.102500
-0.900200,-0.102250
-0.900000,-0.102000
-0.899800,-0.101750
-0.899600,-0.101500
-0.899400,-0.101251
-0.899200,-0.101002
-0.899000,-0.100752
-0.898800,-0.100503
-0.898600,-0.100255
-0.898400,-0.100006
-0.898200,-0.099758
