-1	-4.56219e-77
-0.999	-7.28637e-77
-0.998001	-1.163e-76
-0.997001	-1.85513e-76
-0.996002	-2.95732e-76
-0.995002	-4.71143e-76
-0.994003	-7.50127e-76
-0.993003	-1.19357e-75
-0.992004	-1.89796e-75
-0.991004	-3.01617e-75
-0.990005	-4.79019e-75
-0.989005	-7.60291e-75
-0.988006	-1.20597e-74
-0.987006	-1.9117e-74
-0.986007	-3.02853e-74
-0.985007	-4.79484e-74
-0.984008	-7.58656e-74
-0.983008	-1.19962e-73
-0.982009	-1.89572e-73
-0.981009	-2.99385e-73
-0.98001	-4.72516e-73
-0.97901	-7.45301e-73
-0.978011	-1.17483e-72
-0.977011	-1.85075e-72
-0.976012	-2.91373e-72
-0.975012	-4.58437e-72
-0.974013	-7.2084e-72
-0.973013	-1.13273e-71
-0.972014	-1.77887e-71
-0.971014	-2.79183e-71
-0.970015	-4.37889e-71
-0.969015	-6.86384e-71
-0.968016	-1.07523e-70
-0.967016	-1.6833e-70
-0.966017	-2.6336e-70
-0.965017	-4.11783e-70
-0.964018	-6.43452e-70
-0.963018	-1.00483e-69
-0.962019	-1.56819e-69
-0.961019	-2.44586e-69
-0.96002	-3.81237e-69
-0.95902	-5.93863e-69
-0.958021	-9.24501e-69
-0.957021	-1.43832e-68
-0.956022	-2.23632e-68
-0.955022	-3.4749e-68
-0.954023	-5.39607e-68
-0.953023	-8.37418e-68
-0.952024	-1.29878e-67
-0.951024	-2.01307e-67
-0.950025	-3.11824e-67
-0.949025	-4.82714e-67
-0.948026	-7.4679e-67
-0.947026	-1.15461e-66
-0.946027	-1.78403e-66
-0.945027	-2.75485e-66
-0.944028	-4.25131e-66
-0.943028	-6.55656e-66
-0.942029	-1.01055e-65
-0.941029	-1.55657e-65
-0.94003	-2.39612e-65
-0.93903	-3.68618e-65
-0.938031	-5.66727e-65
-0.937031	-8.70763e-65
-0.936032	-1.33707e-64
-0.935032	-2.05182e-64
-0.934033	-3.14667e-64
-0.933033	-4.82273e-64
-0.932034	-7.38692e-64
-0.931034	-1.13074e-63
-0.930035	-1.72978e-63
-0.929035	-2.64452e-63
-0.928036	-4.04048e-63
-0.927036	-6.16946e-63
-0.926037	-9.41436e-63
-0.925037	-1.4357e-62
-0.924038	-2.18808e-62
