-1.0000000000000000	2.5199999999999995e-1
-9.0000000000000002e-1	-1.0200000000000001e-1
-8.0000000000000004e-1	4.1516895802100953e-87
-6.9999999999999996e-1	6.0000000000000053e-2
-5.9999999999999998e-1	8.4000000000000019e-2
-5.0000000000000000e-1	7.8000000000000014e-2
-3.9999999999999991e-1	4.7999999999999973e-2
-2.9999999999999993e-1	1.8305504721484459e-12
-1.9999999999999996e-1	-5.9988820040483788e-2
-9.9999999999999978e-2	5.8108008702224545e-3
 0.0000000000000000	2.8079999999999998
 1.0000000000000009e-1	-1.2018919912977849e-1
 2.0000000000000018e-1	-2.9998882004048394e-1
 3.0000000000000004e-1	-3.2999999999816948e-1
 4.0000000000000013e-1	-3.3600000000000002e-1
 5.0000000000000000e-1	-3.1200000000000006e-1
 6.0000000000000009e-1	-2.5200000000000000e-1
 7.0000000000000018e-1	-1.4999999999999986e-1
 8.0000000000000004e-1	4.1516895802100953e-87
 9.0000000000000013e-1	2.0400000000000024e-1
 1.0000000000000000	4.6799999999999997e-1
